Timestamp,Source plate,Source well,Destination plate,Destination well,Status
2025-05-17 20:56:13.959,p1,A2,dest-plate-001,A1,skipped
2025-05-17 20:56:13.959,p1,B5,dest-plate-001,A2,skipped
2025-05-17 20:56:13.959,p1,C6,dest-plate-001,A3,skipped
2025-05-17 20:56:13.959,p1,D7,dest-plate-001,A4,skipped
2025-05-17 20:56:16.174,p2,A3,dest-plate-001,A5,completed
2025-05-17 20:56:20.906,p3,H3,dest-plate-001,A6,completed
