Timestamp,Source plate,Source well,Destination plate,Destination well,Status
2025-05-17 05:41:23.882,p1,A2,dest-plate-001,A1,completed
2025-05-17 05:41:24.660,p1,B5,dest-plate-001,A2,completed
2025-05-17 05:41:25.711,p1,C6,dest-plate-001,A3,skipped
2025-05-17 05:41:26.557,p1,D7,dest-plate-001,A4,completed
2025-05-17 05:41:31.582,p2,A3,dest-plate-001,A5,completed
2025-05-17 05:41:36.501,p3,H3,dest-plate-001,A6,completed
