Timestamp,Source plate,Source well,Destination plate,Destination well,Status
2025-05-17 06:23:25.510,p1,A2,dest-plate-001,A1,skipped
2025-05-17 06:23:25.510,p1,B5,dest-plate-001,A2,skipped
2025-05-17 06:23:25.510,p1,C6,dest-plate-001,A3,skipped
2025-05-17 06:23:25.510,p1,D7,dest-plate-001,A4,skipped
2025-05-17 06:23:54.502,p2,A3,dest-plate-001,A5,completed
2025-05-17 06:24:22.514,p3,H3,dest-plate-001,A6,completed
